CRPName,CID,Party,DistIDRunFor,State,District
"Maness, Rob",N00035487,R,LAS2,LA,S2
"Mannino, Len",N00039557,R,NH02,NH,2
"Manypenny, Mike",N00039270,D,WV01,WV,1
"Marcus, Jeremy",N00040381,L,NJ04,NJ,4
"Marie, Lisa",N00036265,R,ID02,ID,2
"Marin, Juan Antonio Jr",N00038727,D,NC12,NC,12
"Marin, Nancy Trinidad",N00039764,I,CA46,CA,46
"Marino, Tom",N00031777,R,PA10,PA,10
"Markowitz, Warren",N00039705,3,NV03,NV,3
"Marks, Stephen",N00038474,R,FL18,FL,18
"Marlowe, Hayden",N00038635,R,GA03,GA,3
"Marone, Kaitlin",N00040301,I,LAS2,LA,S2
"Marquette, Robert",N00039939,L,NDS1,ND,S1
"Marsala, Charles",N00040297,R,LAS2,LA,S2
"Marselus, Reggie",N00035236,D,KS03,KS,3
"Marshall, Robert",N00004766,D,IL06,IL,6
"Marsicano, Michael",N00037294,D,PA11,PA,11
"Marter, James",N00038562,R,ILS2,IL,S2
"Martin, Andy",N00035510,R,NH02,NH,2
"Martin, Harvey",N00039996,3,AZ03,AZ,3
"Martin, Jack",N00038627,R,FL11,FL,11
"Martin, Jeff",N00038803,R,TX09,TX,9
"Martin, John",N00039030,R,ALS2,AL,S2
"Martinez, Donald",N00039774,D,CO05,CO,5
"Martinez, Jennifer",N00039528,D,ID02,ID,2
"Martins, Jack",N00038737,R,NY03,NY,3
"Martyn, Bryan",N00039485,R,AZ05,AZ,5
"Marx, Angie",N00037302,D,WA03,WA,3
"Mason, Christopher",N00037280,R,MD06,MD,6
"Masto, Catherine Cortez",N00037161,D,NVS2,NV,S2
"Matheson, Flo",N00039839,D,TN06,TN,6
"Mathis, Nathan",N00038585,D,AL02,AL,2
"Matory, Liz",N00037523,R,MD08,MD,8
"Matta, Bill",N00038284,D,TX17,TX,17
"Matthews, Andy",N00037453,R,NV03,NV,3
"Matthews, Kathleen",N00037281,D,MD08,MD,8
"Matvey, Joe",N00038764,R,OH08,OH,8
"Mauck, Eric",N00038825,D,TX26,TX,26
"Maul, Skip",N00037131,I,AZS1,AZ,S1
"Maxwell, Chip",N00036712,R,NE02,NE,2
"Maxwell, Matt",N00038617,R,CT05,CT,5
"May, Donald",N00026095,R,TX19,TX,19
"Mayers, Richard",N00038643,3,IL05,IL,5
"Mayoras, Steven",N00039784,L,IN04,IN,4
"McAffrey, Al",N00036174,D,OK05,OK,5
"McAllister, Lenny",N00035209,R,PA14,PA,14
"McBean, Scott",N00039037,R,AZS1,AZ,S1
"McCain, Eddie",N00032970,3,SC02,SC,2
"McCain, John",N00006424,R,AZS1,AZ,S1
"Mccall, Matt",N00039404,R,NC13,NC,13
"McCarter, Kyle",N00038257,R,IL15,IL,15
"Mccarthy, John",N00039822,I,OK02,OK,2
"McClelland, Erin",N00035304,D,PA12,PA,12
"McClure, Bill",N00039511,R,FL04,FL,4
"McClure, James Jr",N00031924,D,IN09,IN,9
"McCluskey, Blake",N00038715,L,MS04,MS,4
"McCollaum, Paul Jr",N00039591,3,UT02,UT,2
"McConnell, Jonathan",N00038555,R,ALS2,AL,S2
"McCormick, Kevin",N00039166,3,TX24,TX,24
"McCoy, Dave",N00036854,D,NCS2,NC,S2
"McCracken, Tricia Carpenter",N00039523,D,GA12,GA,12
"McCullough, William",N00037589,D,FL06,FL,6
"McDermott, Jim",N00034908,L,AK01,AK,1
"McDermott, Jim",N00009829,D,WA07,WA,7
"McDermott, Joe",N00038857,D,WA07,WA,7
"McDermott, John V",N00036858,3,MI09,MI,9
"McDonough, Pat",N00038691,R,MD02,MD,2
"McFall, Jerald",N00037051,R,NM03,NM,3
"McFarland, Jonathan",N00040493,3,MOS1,MO,S1
"McFarlane, Richard",N00039131,D,NJ11,NJ,11
"McGee, Andrea Leigh",N00035722,R,FL22,FL,22
"McGee, Krystol",N00039860,L,WA05,WA,5
"McGill, Shadrack",N00039034,R,ALS2,AL,S2
"McGinty, Katie",N00037566,D,PAS1,PA,S1
"McGovern, James",N00040132,D,FL06,FL,6
"McGrann, Jack A",N00036819,I,NM02,NM,2
"McGroarty, Colin",N00038653,R,IL16,IL,16
"McGurn, Ken",N00040131,D,FL03,FL,3
"McIntosh, Terry",N00040338,I,KY01,KY,1
"McKinley, Doug",N00039974,D,WA04,WA,4
"Mckinney, Joseph",N00039421,D,OR04,OR,4
"McLaughlin, Nathaniel",N00038674,D,KS03,KS,3
"Mclendon, Guy",N00040248,L,LA03,LA,3
"McLeod, Johnny",N00038709,3,MS02,MS,2
"Mcmasters, Thomas",N00039571,I,OH10,OH,10
"McMichael, Craig",N00035329,R,TX08,TX,8
"McMillen, Kent",N00040366,L,ILS2,IL,S2
"McMullin, Evan",N00040318,I,PRES,PR,ES
"McNabney, Matthew",N00039959,D,MO06,MO,6
"McNeil, John",N00038728,D,NC02,NC,2
"McNicholas, Mark",N00039227,R,MDS2,MD,S2
"McNulty, Terry",N00039181,R,WI08,WI,8
"McRedmond, Michael",N00040428,L,CO05,CO,5
"McSally, Martha",N00033982,R,AZ02,AZ,2
"Mcteague, Dave",N00039318,D,OR05,OR,5
"Mealer, John Lewis",N00033559,I,AZS1,AZ,S1
"Meehan, Patrick",N00031134,R,PA07,PA,7
"Meena, Jack",N00038868,I,WY01,WY,1
"Meer, Edward",N00038759,R,OH08,OH,8
"Mehaffey, Sam",N00038286,R,TX19,TX,19
"Meisterlin, Scott",N00039766,R,CA50,CA,50
"Mejia, Kenneth",N00039754,D,CA34,CA,34
"Mellon, Rob",N00028428,D,IL18,IL,18
"Meluskey, Alex",N00037230,R,AZS1,AZ,S1
"Menconi, Arn",N00040111,3,COS1,CO,S1
"Mendenhall, David",N00037590,I,FL23,FL,23
"Mendoza, Ben",N00027936,D,TX16,TX,16
"Mendoza, M V",N00027326,D,LAS2,LA,S2
"Mensing, Dale Kenneth",N00035352,R,CA02,CA,2
"Mercado, Juan",N00039768,D,CA51,CA,51
"Merced, Alex",N00040117,L,NYS2,NY,S2
"Merritt, Paul",N00039925,I,CAS1,CA,S1
"Messer, Luke",N00012546,R,IN06,IN,6
"Metcalfe, Ray",N00028529,D,AKS2,AK,S2
"Mettler, Ken",N00039492,R,CA23,CA,23
"Mica, John L",N00002793,R,FL07,FL,7
"Michaels, Barry",N00027885,D,NV03,NV,3
"Mike, the Mover",N00007835,R,WAS2,WA,S2
"Mikkelson, Harley",N00025775,3,MI05,MI,5
"Millard, Andy",N00036942,D,NC10,NC,10
"Miller, Darlene",N00038697,R,MN02,MN,2
"Miller, Jeff",N00039702,R,NV01,NV,1
"Miller, Jeff",N00013846,R,FL01,FL,1
"Miller, Joanne",N00032956,I,NJ10,NJ,10
"Miller, Kevin",N00039801,D,MO03,MO,3
"Miller, Rick",N00039690,D,NC12,NC,12
"Miller, Robert",N00039489,R,CA12,CA,12
"Mills, Chip",N00036924,R,MS01,MS,1
"Mills, John",N00036491,R,TN08,TN,8
"Mills, Stewart",N00035443,R,MN08,MN,8
"Mills, Thomas",N00038724,D,NC08,NC,8
"Milne, Scott",N00040118,R,VTS2,VT,S2
"Milstein, Lyle",N00040010,I,FL23,FL,23
"Mirza, Ali",N00038745,D,NY05,NY,5
"Mitchell, Cassandra J",N00036475,I,TN03,TN,3
"Mitchell, Monte",N00033928,R,TX33,TX,33
"Mix, Richard",N00038663,R,GA03,GA,3
"Moeller, Jim",N00040051,D,WA03,WA,3
"Moffatt, Jeffrey",N00039747,R,CA25,CA,25
"Moharir, Mukund Martand",N00037409,I,CAS1,CA,S1
"Molesevich, Michael",N00040143,D,PA10,PA,10
"Molnar, Robert",N00036900,R,CAS1,CA,S1
"Molyett, Matthew",N00036271,D,MD03,MD,3
"Monchil, Russ",N00034719,L,MO06,MO,6
"Montague, Adrian",N00040044,I,TN08,TN,8
"Montague, Adrian M.",N00039850,I,TN08,TN,8
"Montes, Joseph",N00039074,R,CA01,CA,1
"Mooney, Patrick",N00039085,R,FL06,FL,6
"Moore, Rodney",N00035447,D,NC12,NC,12
"Moran, Jeff",N00039084,R,FL02,FL,2
"Moran, Jerry",N00005282,R,KSS2,KS,S2
"Morckel, Richard A.",N00039148,R,OH13,OH,13
"Morgan, Delinda",N00033652,R,OR01,OR,1
"Morgan, Yuripzy",N00038430,R,MD02,MD,2
"Morning, John",N00037266,R,FL07,FL,7
"Morris, Gerald",N00039078,R,CA23,CA,23
"Morrison, Terrance",N00037605,D,MI14,MI,14
"Morse, Chris",N00039795,R,MI09,MI,9
"Morse, Nicholas",N00038413,R,CO02,CO,2
"Moss, Vanessa",N00039535,D,MI14,MI,14
"Moulton, Martin",N00040333,L,DC00,DC,0
"Mowery, Tod",N00037181,R,FL18,FL,18
"Mowinski, Bernie",N00039934,R,MOS1,MO,S1
"Mowrer, Jim",N00035416,D,IA03,IA,3
"Mulford, Rob",N00040410,I,AKS2,AK,S2
"Mulvaney, Mick",N00031412,R,SC05,SC,5
"Munroe, Massie",N00034665,D,CAS1,CA,S1
"Murdock, Brett",N00038248,D,CA39,CA,39
"Murkowski, Lisa",N00026050,R,AKS2,AK,S2
"Muroff, Dan",N00037529,D,PA02,PA,2
"Murphy, Daniel",N00040218,I,FL04,FL,4
"Murphy, Dennis B",N00039307,D,MI02,MI,2
"Murphy, John",N00037619,R,TX21,TX,21
"Murphy, Pat",N00035289,D,IA01,IA,1
"Murphy, Patrick",N00033091,D,FLS2,FL,S2
"Murphy, Robert T",N00005531,L,OKS1,OK,S1
"Murray, Patty",N00007876,D,WAS2,WA,S2
"Musante, Marcus",N00037177,D,CA44,CA,44
"Myers, Gary",N00039654,I,CAS1,CA,S1
"Myers, Kim",N00039317,D,NY22,NY,22
"Myhra, Pam",N00038265,R,MN02,MN,2
"Myrickes, Dorian",N00038642,D,IL02,IL,2
"Nana, Charles",N00039033,D,ALS2,AL,S2
"Nance, Kathryn",N00036930,R,CA09,CA,9
"Narvaiz, Susan",N00033667,R,TX35,TX,35
"Nasiri, Mohammad Abous Sabur",N00038568,I,NCS2,NC,S2
"Nathan, Bruce",N00037399,I,FLS2,FL,S2
"Natividad, Jerry",N00039469,R,COS1,CO,S1
"Naughton, Shaughnessy",N00035377,D,PA08,PA,8
"Navickas, Eric",N00040415,3,ORS2,OR,S2
"Nazarino, Scott",N00040119,R,WAS2,WA,S2
"Neeld, Robert M Jr",N00026782,D,FL19,FL,19
"Neely, Charles",N00036781,I,AR02,AR,2
"Neff, William Boyd",N00040555,I,PA16,PA,16
"Negron, Rebecca",N00037025,R,FL18,FL,18
"Nelson, Daniel Roy",N00025531,R,MO07,MO,7
"Nelson, James",N00039964,R,MO07,MO,7
"Nelson, Tom",N00039605,D,WI08,WI,8
"Neugebauer, Randy",N00026043,R,TX19,TX,19
"Neville, Tim",N00038395,R,COS1,CO,S1
"Newell, Casey",N00039556,R,NH02,NH,2
"Newton, William",N00037600,I,MD07,MD,7
"Nguyen, Bao",N00037441,D,CA46,CA,46
"Nichols, Kristi",N00032147,R,MOS1,MO,S1
"Nickerson, Zachary Michael",N00039828,I,PA03,PA,3
"Nightenhelser, Todd",N00037521,D,IN03,IN,3
"Nikolova, Staniela",N00039526,D,ID01,ID,1
"Nikpour, Noelle",N00037517,R,FL18,FL,18
"Noble, Sandra Queen",N00038398,3,CA08,CA,8
"Noem, Kristi",N00032022,R,SD01,SD,1
"Nofs, Benjamin",N00040340,3,MI10,MI,10
"Nogales-Molinelli, Mariana",N00039573,3,PR00,PR,0
"Noland, Michael",N00037250,D,IL08,IL,8
"Nolin, Joyce",N00039522,D,GA12,GA,12
"Norris, Chuck",N00021222,D,CO01,CO,1
"North, Doug",N00036542,R,MI07,MI,7
"Novak, Daria",N00030734,R,CT02,CT,2
"Nuchims, Paul L.",N00040059,D,WA06,WA,6
"Nugent, Richard",N00032441,R,FL11,FL,11
"Nunez, Evangeline Martinez",N00039733,R,AZ07,AZ,7
"O'Briant, Liddo Susan",N00039728,D,NVS2,NV,S2
"O'Connor, Shawn",N00036943,I,NH01,NH,1
"O'Hara, Shawn",N00031956,3,MS04,MS,4
"O'Malley, Martin",N00037007,D,PRES,PR,ES
"O'Malley, Tom",N00038689,R,MA09,MA,9
"O'Neill, Dan",N00040387,L,NJ07,NJ,7
"O'Reilly, Michael",N00039567,R,NY05,NY,5
"O'Rourke, Beto",N00033540,D,TX16,TX,16
"Ocasio, Javier",N00039306,D,HI01,HI,1
"Oceguera, John",N00033404,D,NV04,NV,4
"Oliva, Phil",N00038749,R,NY18,NY,18
"Olivas, Miguel",N00013843,D,AZ01,AZ,1
"Oliver, Craig S",N00006355,D,UTS2,UT,S2
"Olivera, Pablo",N00035096,I,NJ08,NJ,8
"Oliverio, Pierluigi",N00039381,D,CA17,CA,17
"Olree, Brock",N00038587,R,AR02,AR,2
"Olsen, Norm",N00025870,L,CO06,CO,6
"Olson, Justin",N00039378,R,AZ05,AZ,5
"Orchulli, Jack C",N00026747,R,CTS2,CT,S2
"Ordille, John",N00035210,L,NJ02,NJ,2
"Orentlicher, David",N00029512,D,IN08,IN,8
"Orlando, Matthew",N00039956,L,MI09,MI,9
"Orlinski, John",N00030378,R,WA01,WA,1
"Orswell, Jack",N00034310,R,CA27,CA,27
"Ortega, Gustavo",N00036892,D,AZ07,AZ,7
"Ortiz, Sylvia",N00039759,D,CA44,CA,44
"Orton, Bill",N00037413,D,CA44,CA,44
"Osborne, Tom",N00038675,D,KY01,KY,1
"Osborne, Walter",N00037496,3,FLS2,FL,S2
"Oshins, Jeff",N00039079,D,CA24,CA,24
"Osment, Jonathan Ray",N00040170,L,MI11,MI,11
"Ostrander, Bill",N00037013,D,CA24,CA,24
"Ostrov, Shirlene",N00040140,R,HI01,HI,1
"Ostrowski, Andrew J",N00005092,I,PAS1,PA,S1
"Otto, Bill",N00037189,D,MO02,MO,2
"Otto, Mark",N00038723,R,NC07,NC,7
"Owen, Christina",N00039825,D,OK04,OK,4
"Owens, Doug",N00036011,D,UT04,UT,4
"Owens, Jacob",N00038704,D,MS01,MS,1
"Oxley, Gary",N00034605,R,CA01,CA,1
"Paad, Paul",N00040074,R,WY01,WY,1
"Pace, Jim",N00038664,R,GA03,GA,3
"Pahlke, Elizabeth Diane",N00039049,R,ILS2,IL,S2
"Painter, Harold",N00035898,R,MD06,MD,6
"Pakootas, Joe",N00035766,D,WA05,WA,5
"Palacios, Art",N00039675,R,CO05,CO,5
"Palacios, Juan Jr",N00038808,D,TX15,TX,15
"Palsson, Nils",N00039379,D,CA05,CA,5
"Palzer, Tom",N00037157,R,CAS1,CA,S1
"Pape, Michael",N00038261,R,KY01,KY,1
"Pappas, George",N00038622,D,FL06,FL,6
"Parker, Gail",N00032976,I,VA01,VA,1
"Parker, John",N00039918,3,CAS1,CA,S1
"Parra, Daniel",N00037012,D,CA21,CA,21
"Parrish, Don",N00038458,R,TX19,TX,19
"Parrish, Mike",N00035958,D,PA06,PA,6
"Parrish, Ray",N00040236,3,AZ01,AZ,1
"Partsch, James Galvan",N00039170,3,TX29,TX,29
"Pasick, David Matthew",N00040174,L,NY22,NY,22
"Pataki, George",N00028981,R,PRES,PR,ES
"Pate, Page Anthony",N00039472,D,GAS2,GA,S2
"Patel, Abhay",N00039931,R,LAS2,LA,S2
"Patel, Ravi",N00036933,D,IA01,IA,1
"Paterson, Clark",N00035104,L,TX17,TX,17
"Patrick, Bradley",N00040234,I,FLS2,FL,S2
"Patrick, Patrea",N00039298,D,CA30,CA,30
"Patterson, Ralph",N00038815,R,TX17,TX,17
"Patterson, Robert W",N00038437,R,NJ01,NJ,1
"Patty, Brandon",N00038623,R,FL06,FL,6
"Paul, Rand",N00030836,R,KYS2,KY,S2
"Pavlov, Phil",N00036986,R,MI10,MI,10
"Pawlowski, Ed",N00037162,D,PAS1,PA,S1
"Payne, Tom",N00039271,D,WV02,WV,2
"Pearson, Cecil Jr",N00035203,D,KYS2,KY,S2
"Pearson, Michael",N00038404,D,MDS2,MD,S2
"Peavler, Bruce",N00039098,D,IN06,IN,6
"Peiro, Maria",N00040166,R,FL27,FL,27
"Peixoto, Jose F",N00039514,R,FL26,FL,26
"Pellerin, Josh",N00039662,D,LAS2,LA,S2
"Pelto, Jonathan",N00040432,3,CT02,CT,2
"Pena-Melnyk, Joseline",N00036991,D,MD04,MD,4
"Pendley, Angela",N00039515,D,GA03,GA,3
"Penebaker, Khary",N00039179,D,WI05,WI,5
"Perez, Connie",N00038409,D,CA21,CA,21
"Perez, Frank",N00037502,D,FL27,FL,27
"Perez, Jaime",N00035984,L,TX16,TX,16
"Perkins, Bill",N00037527,D,NY13,NY,13
"Perkins, Randy",N00038630,D,FL18,FL,18
"Pernula, Jacob",N00039858,D,WA01,WA,1
"Perri, Mark J.",N00040435,3,DE01,DE,1
"Perry, Mary",N00037610,R,NV01,NV,1
"Perry, Rick",N00033486,R,PRES,PR,ES
"Perry, Scott",N00034120,R,PA04,PA,4
"Perry, Steve",N00039940,D,OKS1,OK,S1
"Perry, Yvonne",N00009311,I,HI01,HI,1
"Persinger, Scott",N00038288,R,TX20,TX,20
"Persley, Erran",N00027732,R,TN04,TN,4
"Person, Francis J",N00039268,D,SC05,SC,5
"Pesquera, Carlos",N00038785,3,PR00,PR,0
"Peter, Richard",N00036895,R,TX32,TX,32
"Petermann, Jeff",N00036800,R,IN02,IN,2
"Peters , Herb",N00039914,D,CAS1,CA,S1
"Petersen, Roger",N00039075,R,CA11,CA,11
"Peterson, Bob",N00039386,R,CA46,CA,46
"Peterson, Hart",N00038824,R,TX23,TX,23
"Petri, Scott",N00038282,R,PA08,PA,8
"Petrus, Adrian",N00039119,D,MD07,MD,7
"Peyton, Harvey",N00039272,D,WV02,WV,2
"Pfaff, Jim",N00037597,R,IN09,IN,9
"Phelps, Todd",N00038821,R,TX21,TX,21
"Phillips, Bill",N00038417,D,FL07,FL,7
"Phillips, George",N00038752,R,NY22,NY,22
"Phillipson, Lorna",N00039560,D,NJ04,NJ,4
"Picus, Preston",N00037421,I,CA12,CA,12
"Pidot, Philip",N00039134,R,NY03,NY,3
"Pierce, Douglas",N00039040,D,CAS1,CA,S1
"Pierre-Charles, Idson",N00038634,D,FL24,FL,24
"Pinckney, David",N00032327,R,NJ10,NJ,10
"Ping, Catherine",N00030005,R,IN07,IN,7
"Pinkerton, John",N00034484,D,CA08,CA,8
"Piotrowski, James",N00039396,D,ID01,ID,1
"Piotrowski, Rick",N00001524,L,SC06,SC,6
"Pipkin, Paul",N00039165,3,TX20,TX,20
"Pirkle, Greg",N00036996,R,MS01,MS,1
"Pirkowski, Eddie",N00028771,R,HIS1,HI,S1
"Pittman, M Brent",N00039477,L,INS2,IN,S2
"Pitts, Joe",N00001633,R,PA16,PA,16
"Pizer, David",N00038557,R,AZS1,AZ,S1
"Plaskon, Mike",N00040219,I,FL07,FL,7
"Plaster, Mark",N00036935,R,MD03,MD,3
"Ploeckelmann, Michael",N00037443,I,FL05,FL,5
"Plotzeneder, Peter",N00040335,I,HI01,HI,1
"Plowright, Misty",N00039387,D,CO05,CO,5
"Plumb, John",N00037290,D,NY23,NY,23
"Poe, Bob",N00038626,D,FL10,FL,10
"Poliak, Carlo",N00027086,R,NVS2,NV,S2
"Poling, Alex",N00039738,D,CA05,CA,5
"Polis, Jared",N00029127,D,CO02,CO,2
"Pompeo, Mike",N00030744,R,KS04,KS,4
"Portman, Rob",N00003682,R,OHS2,OH,S2
"Postma, Jim",N00030380,R,WA10,WA,10
"Potter, Britani",N00039791,D,KS02,KS,2
"Powell, Adam Clayton IV",N00000962,D,NY13,NY,13
"Prather, Kelli",N00038569,D,OHS2,OH,S2
"Preble, Juston J.",N00039722,R,NVS2,NV,S2
"Prentice, Thom",N00039171,3,TX30,TX,30
"Price, Aaron",N00039267,R,NY22,NY,22
"Price, John R",N00040292,I,CTS2,CT,S2
"Price, Leroi",N00038625,I,FL09,FL,9
"Price, Tom",N00026160,R,GA06,GA,6
"Priem, Richard",N00035924,R,NM01,NM,1
"Prince, Joseph",N00037498,3,NYS2,NY,S2
"Proctor, Ken",N00004092,L,MI07,MI,7
"Pryor, Mike",N00039790,D,KS02,KS,2
"Puca, Tony",N00039118,D,MD06,MD,6
"Pugh, D Clay",N00038851,D,VA09,VA,9
"Purdy, Polly Jesus",N00038670,D,IN05,IN,5
"Putman, David",N00037580,D,AL06,AL,6
"Pybrum, Steven",N00039042,R,CAS1,CA,S1
"Quinn, Dennis C",N00036556,D,MS03,MS,3
"Quinn, Pat",N00038556,I,AZS1,AZ,S1
"Quintanilla, Carlos",N00034563,D,TX33,TX,33
"Quintanilla, Joel",N00038811,D,TX15,TX,15
"Quisler, Ethel C",N00039180,D,WI08,WI,8
"Quoc Vo, Jade Tuan",N00039671,D,UTS2,UT,S2
"Raasch, Wayne",N00025157,D,TX27,TX,27
"Rab, Aejaz",N00036728,D,CA30,CA,30
"Rabinowitz, Jeffrey G",N00037587,I,FL10,FL,10
"Rader, Larry",N00040245,D,LA03,LA,3
"Raduc, Anna Grace",N00040438,I,MA09,MA,9
"Raihala, Don",N00032815,R,WI07,WI,7
"Rainey, Earl",N00039422,R,OR05,OR,5
"Ramirez, Eduardo",N00036568,3,NY15,NY,15
"Ramirez, Ruben",N00033837,D,TX15,TX,15
"Rammell, Rex",N00040075,R,WY01,WY,1
"Ramos, Santiago",N00039861,D,WA08,WA,8
"Ramsland, Russ",N00038461,R,TX32,TX,32
"Randolph, Susannah",N00037414,D,FL09,FL,9
"Rangel, Ricardo",N00037267,D,FL09,FL,9
"Rankin, Ed",N00035156,L,TX32,TX,32
"Ransom, Lisa",N00037278,D,MD04,MD,4
"Rantz, Gus",N00039261,R,LA03,LA,3
Rashid Malik,N00040529,D,GA07,GA,7
"Raths, Greg",N00035204,R,CA45,CA,45
"Raty, Timothy A",N00036921,I,IDS2,ID,S2
"Rawles, Mark J",N00032524,I,TN08,TN,8
"Ray, Lake",N00039778,R,FL04,FL,4
"Ray, Troy",N00036553,I,MS02,MS,2
"Rayburn, Charles",N00035229,D,IL02,IL,2
"Raymond, Robert",N00036862,I,WI04,WI,4
"Rechtzigel, Gene",N00039129,R,MN04,MN,4
"Recktenwald, Tom",N00036045,D,KYS2,KY,S2
"Redd, Shawn",N00037582,R,AZ01,AZ,1
"Reed, Jim",N00031699,D,CA01,CA,1
"Reed, Steven L",N00005194,D,MO07,MO,7
"Rees, Grover",N00039260,R,LA03,LA,3
"Reeves, Ernest",N00036422,D,NC03,NC,3
"Regier, Leslie",N00040062,I,WA07,WA,7
"Reichard, Richard",N00039411,D,NY11,NY,11
"Reichert, Dave",N00026885,R,WA08,WA,8
"Reid, Kyle",N00036296,R,MO06,MO,6
"Reigle, Hans",N00036994,R,DE01,DE,1
"Reis, Rhue",N00035752,R,RI02,RI,2
"Reiter, George",N00025216,3,TX09,TX,9
"Remaklus, Kinsey",N00039998,D,AZ05,AZ,5
"Renacci, Jim",N00031127,R,OH16,OH,16
"Rentas, Wanda",N00038253,R,FL09,FL,9
"Rey, Chris",N00038567,D,NCS2,NC,S2
"Reynolds, Roger",N00038276,R,OH08,OH,8
"Reynolds, Steven",N00039481,3,ORS2,OR,S2
"Rheinhart, Allen",N00039723,D,NVS2,NV,S2
"Ribble, Reid",N00030968,R,WI08,WI,8
"Rich, Roy",N00038275,D,OH07,OH,7
"Richards, Ronny",N00035361,D,OH02,OH,2
"Richardson, Lynn",N00039228,R,MDS2,MD,S2
"Richardson, Marvin",N00030125,3,IDS2,ID,S2
"Ridley, H J Jr",N00026683,3,TX36,TX,36
"Rigell, Scott",N00030962,R,VA02,VA,2
"Riggs, Bruce Ray",N00032131,I,FL11,FL,11
"Risley, Robert",N00040033,R,NH01,NH,1
"Ritchie, Jason",N00035642,D,WA08,WA,8
"Rivera, Daniel Vila",N00036565,3,NY13,NY,13
"Rivera, Diego",N00040390,L,NJ09,NJ,9
"Rivera, Ernesto J",N00038561,R,FLS2,FL,S2
"Rivers, Donovan",N00028605,D,WA07,WA,7
"Rizzo, Paul",N00040459,L,PA15,PA,15
"Robbins, Frankie",N00039823,D,OK03,OK,3
"Robbins, Jim",N00038758,R,OH08,OH,8
"Roberson, Michael",N00037285,R,NV03,NV,3
"Roberts, Antoine",N00040217,I,FL02,FL,2
"Roberts, Jim",N00038721,D,NC05,NC,5
"Roberts, Shawn",N00038772,R,OK04,OK,4
"Roberts, Timothy",N00037616,I,TN06,TN,6
"Robertson, Glen",N00038457,R,TX19,TX,19
"Robertson, Logan",N00039467,R,CAS1,CA,S1
"Robinson, Bob",N00028676,I,MDS2,MD,S2
"Robinson, Vernon",N00026150,R,NC13,NC,13
"Roche, Frank",N00031007,R,NC02,NC,2
"Roco, John",N00032862,R,HIS1,HI,S1
"Roderick, Steve",N00038425,R,ID02,ID,2
"Rodgers, Emory",N00039652,D,CAS1,CA,S1
"Rodriguez Diaz, Hugo",N00039829,3,PR00,PR,0
"Rogers, Bob",N00038405,R,AL02,AL,2
"Rogers, David",N00036983,R,CA16,CA,16
"Rogers, Evelyn",N00005600,R,OK01,OK,1
"Rogers, Wendy",N00033985,R,AZ01,AZ,1
"Rokita, Todd",N00031741,R,IN04,IN,4
"Rolle, Dan",N00039410,D,NV04,NV,4
"Romaguera, Allan",N00028747,R,NY07,NY,7
"Romero, Mike",N00037609,R,NM03,NM,3
"Ronan, Samuel",N00038447,D,OH01,OH,1
"Ros-Lehtinen, Ileana",N00002858,R,FL27,FL,27
"Rosa, Angel",N00038784,D,PR00,PR,0
"Rosa, David",N00013682,R,MA04,MA,4
"Roseberry, Karen",N00039916,R,CAS1,CA,S1
"Roseman, Jeffrey",N00038720,D,TX06,TX,6
"Rosen, Jacky",N00038734,D,NV03,NV,3
"Rosenberg, Oliver",N00039314,D,NY10,NY,10
"Rosenthal, Philip",N00039135,R,NY10,NY,10
"Rosier, Donald",N00039044,R,COS1,CO,S1
"Ross, David",N00039841,I,TN06,TN,6
"Ross, Deborah",N00038565,D,NCS2,NC,S2
"Ross, Henry",N00031625,R,MS01,MS,1
"Ross, Mike",N00040158,L,AZ03,AZ,3
"Rotering, Nancey Rodkin",N00036988,D,IL10,IL,10
"Roth, Rick",N00038631,R,FL18,FL,18
"Rothfus, Keith J",N00031253,R,PA12,PA,12
"Rouco, George",N00037607,R,NC13,NC,13
"Roughneen, Cherie Myint",N00038838,R,TX32,TX,32
"Rourke, Robb",N00036086,D,TX22,TX,22
"Rowe, Matt",N00039595,D,VA01,VA,1
"Rozzo, Tino",N00013336,D,NJ02,NJ,2
"Rubens, Jim",N00035667,R,NHS1,NH,S1
"Rubin, Joel",N00038263,D,MD08,MD,8
"Rubio, Marco",N00030612,R,FLS2,FL,S2
"Rucker, Austin",N00037040,R,MO05,MO,5
"Rule, Andrew",N00040595,I,CTS2,CT,S2
"Rule, Andrew",N00040549,I,CT03,CT,3
"Russell, Jeffrey",N00033229,3,CTS2,CT,S2
"Russell, Mr, Ronald E.",N00040144,D,VI00,VI,0
"Russo, Nathan C",N00034501,I,GA01,GA,1
"Ryan, Christopher",N00032307,R,MO06,MO,6
"Ryan, Cody",N00039757,R,CA41,CA,41
"Ryan, Michelle",N00039678,I,FL01,FL,1
"Ryman, Fred",N00039937,3,MOS1,MO,S1
"Sablan, Gregorio",N00030418,I,MP00,MP,0
"Sackrin, Adam",N00039950,D,FL27,FL,27
"Sadoff, Eli",N00037613,3,PA08,PA,8
"Said, Mohammad H",N00027300,D,WAS2,WA,S2
"Salamone, Philip",N00039603,D,WI07,WI,7
"Salas, Javier",N00037446,D,IL04,IL,4
"Salazar, Mark",N00035054,3,AZ08,AZ,8
"Salinas, Xavier",N00038582,R,TX15,TX,15
"Salmon, Matt",N00006446,R,AZ05,AZ,5
"Salvi, Jordan",N00040258,3,MI04,MI,4
